Time Frame,Date,Ta (C),Tm (C),I3 (W/m2),I15 (W/m2),P (kW)
4,9/5/12 4:51 AM,21.36,18.35,0.0,0.0,0.0
5,9/5/12 5:51 AM,21.11,18.19,13.52,16.06,6.6
6,9/5/12 6:51 AM,22.97,21.47,150.23,176.7,108.95
7,9/5/12 7:51 AM,25.99,30.57,347.28,405.69,306.97
8,9/5/12 8:51 AM,28.28,43.13,498.81,627.07,435.8
9,9/5/12 9:51 AM,29.76,44.66,554.05,658.56,451.43
10,9/5/12 10:51 AM,32.2,57.59,788.88,924.04,629.3
11,9/5/12 11:51 AM,33.08,57.9,906.54,957.6,728.04
12,9/5/12 12:51 PM,32.78,55.67,855.65,916.29,681.82
13,9/5/12 1:51 PM,32.34,51.12,748.49,806.4,590.08
14,9/5/12 2:51 PM,32.04,48.93,662.72,678.87,525.16
15,9/5/12 3:51 PM,31.66,42.94,464.52,472.13,363.77
16,9/5/12 4:51 PM,29.89,34.28,258.4,242.04,174.98
17,9/5/12 5:51 PM,28.0,27.33,68.49,56.69,32.65
18,9/5/12 6:51 PM,25.99,23.25,0.97,1.27,1.11
19,9/5/12 7:51 PM,25.2,21.9,0.0,0.0,0.0
20,9/5/12 8:51 PM,24.33,20.65,0.0,0.0,0.0
21,9/5/12 9:41 PM,23.84,20.06,0.0,0.0,0.0
22,9/5/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
23,9/5/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
24,9/5/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
1,9/5/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
2,9/5/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
3,9/5/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
4,9/6/12 4:51 AM,21.64,18.07,0.0,0.0,0.0
5,9/6/12 5:51 AM,21.79,18.68,20.51,23.98,11.81
6,9/6/12 6:51 AM,23.19,22.71,138.31,161.94,99.91
7,9/6/12 7:51 AM,25.65,31.6,341.33,403.48,296.98
8,9/6/12 8:51 AM,27.82,38.91,541.05,616.52,460.38
9,9/6/12 9:51 AM,29.61,45.37,742.84,817.3,610.34
10,9/6/12 10:52 AM,31.09,52.66,881.71,960.82,707.87
11,9/6/12 11:52 AM,31.91,56.16,873.13,949.03,695.16
12,9/6/12 12:52 PM,32.41,53.86,796.1,849.32,625.25
13,9/6/12 1:52 PM,32.41,49.6,741.5,779.71,599.92
14,9/6/12 2:52 PM,31.83,46.24,619.33,570.3,489.98
15,9/6/12 3:52 PM,28.08,28.72,113.6,113.03,93.6
16,9/6/12 4:52 PM,26.56,26.21,41.92,42.61,34.03
17,9/6/12 5:52 PM,25.83,25.04,34.35,34.37,27.78
18,9/6/12 6:52 PM,25.02,23.25,0.33,0.53,0.51
19,9/6/12 7:52 PM,24.41,22.16,0.0,0.0,0.0
20,9/6/12 8:52 PM,23.82,21.24,0.0,0.0,0.0
21,9/6/12 9:52 PM,23.2,20.46,0.0,0.0,0.0
22,9/6/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
23,9/6/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
24,9/6/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
1,9/6/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
2,9/6/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
3,9/6/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
4,9/7/12 4:52 AM,21.52,19.64,0.0,0.0,0.0
5,9/7/12 5:52 AM,21.47,19.46,11.19,14.35,6.31
6,9/7/12 6:52 AM,22.54,21.32,125.32,142.54,91.95
7,9/7/12 7:52 AM,24.83,28.19,312.27,346.32,265.53
8,9/7/12 8:52 AM,27.25,32.47,489.2,547.17,394.51
9,9/7/12 9:52 AM,28.57,37.24,675.97,756.14,569.91
10,9/7/12 10:52 AM,29.2,39.02,785.13,862.0,655.15
11,9/7/12 11:52 AM,29.23,38.33,819.59,886.21,670.83
12,9/7/12 12:52 PM,30.11,40.02,807.02,865.08,657.81
13,9/7/12 1:52 PM,29.95,37.59,732.94,767.79,594.35
14,9/7/12 2:52 PM,30.3,35.97,595.38,619.88,485.91
15,9/7/12 3:52 PM,29.61,32.93,416.39,424.49,329.36
16,9/7/12 4:55 PM,28.34,29.01,224.62,213.88,158.69
17,9/7/12 5:55 PM,26.24,25.34,56.72,52.18,33.23
18,9/7/12 6:55 PM,24.63,23.08,0.7,1.1,0.89
19,9/7/12 7:55 PM,24.06,22.43,0.0,0.0,0.0
20,9/7/12 8:55 PM,23.62,21.4,0.0,0.0,0.0
8,9/8/12 8:53 AM,26.56,34.09,646.03,722.52,547.04
9,9/8/12 9:43 AM,27.22,36.86,807.47,890.31,670.28
10,9/8/12 10:52 AM,28.69,40.65,853.17,926.56,699.11
11,9/8/12 11:52 AM,29.19,41.2,850.13,841.61,684.19
12,9/8/12 12:52 PM,29.87,42.69,745.21,696.99,590.9
13,9/8/12 1:52 PM,29.72,39.7,624.61,653.15,509.36
14,9/8/12 2:52 PM,29.7,37.11,440.1,446.97,339.95
15,9/8/12 3:52 PM,28.94,33.34,233.87,220.73,160.37
16,9/8/12 4:52 PM,27.98,29.17,56.32,51.11,31.14
17,9/8/12 5:52 PM,25.82,24.66,0.35,0.7,0.68
18,9/8/12 6:52 PM,24.19,21.91,0.0,0.0,0.0
19,9/8/12 7:52 PM,23.2,20.26,0.0,0.0,0.0
20,9/8/12 8:52 PM,22.64,19.35,0.0,0.0,0.0
21,9/8/12 9:52 PM,22.02,17.82,0.0,0.0,0.0
22,9/8/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
23,9/8/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
24,9/8/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
1,9/8/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
2,9/8/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
3,9/8/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
4,9/9/12 4:52 AM,17.5,14.41,9.99,12.68,5.68
5,9/9/12 5:52 AM,17.61,14.87,125.43,148.24,92.46
6,9/9/12 6:52 AM,18.84,16.98,312.06,364.39,272.95
7,9/9/12 7:52 AM,21.78,23.85,506.68,576.91,418.94
8,9/9/12 8:52 AM,25.17,32.77,673.34,752.82,567.01
9,9/9/12 9:52 AM,27.47,39.21,785.07,866.58,645.75
10,9/9/12 10:52 AM,29.09,42.93,828.24,908.47,670.15
11,9/9/12 11:52 AM,29.95,43.97,812.26,872.82,654.65
12,9/9/12 12:52 PM,30.53,44.16,731.81,772.0,589.35
13,9/9/12 1:52 PM,30.57,42.14,592.99,620.14,478.3
14,9/9/12 2:52 PM,30.46,38.89,414.14,423.27,323.55
15,9/9/12 3:52 PM,29.67,34.84,143.97,141.5,103.48
16,9/9/12 4:52 PM,27.52,28.01,45.9,43.43,30.96
17,9/9/12 5:52 PM,25.79,24.74,0.24,0.44,0.5
18,9/9/12 6:52 PM,24.31,21.98,0.0,0.0,0.0
19,9/9/12 7:52 PM,23.45,19.99,0.0,0.12,0.0
20,9/9/12 8:52 PM,22.5,18.59,0.0,0.0,0.0
21,9/9/12 9:42 PM,21.4,16.7,0.0,0.0,0.0
22,9/9/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
23,9/9/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
24,9/9/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
1,9/9/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
2,9/9/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
3,9/9/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
4,9/10/12 4:52 AM,17.84,13.83,10.76,12.45,5.98
5,9/10/12 5:52 AM,17.91,14.15,120.69,142.31,90.12
6,9/10/12 6:52 AM,19.52,17.17,304.47,357.71,265.55
7,9/10/12 7:52 AM,22.32,26.08,498.57,568.24,412.73
8,9/10/12 8:52 AM,25.98,39.21,663.07,742.37,553.94
9,9/10/12 9:52 AM,28.85,44.37,771.09,845.44,624.12
10,9/10/12 10:52 AM,30.16,51.02,830.44,873.72,660.25
11,9/10/12 11:52 AM,31.02,51.53,804.78,868.0,637.83
12,9/10/12 12:52 PM,32.05,53.99,386.71,400.76,308.33
13,9/10/12 1:52 PM,30.72,38.87,641.27,668.14,513.1
14,9/10/12 2:52 PM,32.35,51.25,413.24,421.09,320.86
15,9/10/12 3:52 PM,31.55,43.36,218.04,207.6,150.29
16,9/10/12 4:52 PM,30.25,35.16,41.28,37.8,24.46
17,9/10/12 5:52 PM,27.8,27.0,0.0,0.02,0.2
18,9/10/12 6:52 PM,25.57,22.41,0.0,0.0,0.0
19,9/10/12 7:52 PM,24.21,21.05,0.0,0.0,0.0
20,9/10/12 8:52 PM,23.11,18.73,0.0,0.0,0.0
21,9/10/12 9:42 PM,22.65,18.51,0.0,0.0,0.0
22,9/10/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
23,9/10/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
24,9/10/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
1,9/10/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
2,9/10/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
3,9/10/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
4,9/11/12 4:52 AM,18.41,14.63,7.79,9.28,4.54
5,9/11/12 5:52 AM,18.02,14.42,110.88,129.16,82.66
6,9/11/12 6:52 AM,19.52,17.49,293.9,342.77,252.63
7,9/11/12 7:52 AM,22.67,25.98,472.89,536.47,394.98
8,9/11/12 8:52 AM,26.25,39.24,636.96,707.26,531.24
9,9/11/12 9:52 AM,29.22,47.45,762.0,644.87,585.47
10,9/11/12 10:52 AM,30.81,52.77,620.52,721.54,545.51
11,9/11/12 11:52 AM,31.41,47.06,282.33,261.7,223.94
12,9/11/12 12:52 PM,28.67,34.12,23.62,20.3,17.78
13,9/11/12 1:52 PM,23.91,22.52,22.77,23.77,15.6
14,9/11/12 2:52 PM,20.14,18.39,194.51,188.86,160.83
15,9/11/12 3:52 PM,20.63,20.98,231.53,217.94,176.15
16,9/11/12 4:52 PM,23.86,28.02,32.17,31.06,22.29
17,9/11/12 5:52 PM,22.81,22.18,0.0,0.02,0.19
18,9/11/12 6:52 PM,20.71,17.26,0.0,0.0,0.0
19,9/11/12 7:52 PM,20.06,16.56,0.0,0.0,0.0
20,9/11/12 8:52 PM,19.66,16.27,0.0,0.0,0.0
21,9/11/12 9:52 PM,19.43,16.31,0.0,0.0,0.0
22,9/11/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
23,9/11/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
24,9/11/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
1,9/11/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
2,9/11/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
3,9/11/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
4,9/12/12 4:52 AM,19.2,16.0,0.0,0.0,0.0
5,9/12/12 5:52 AM,19.2,16.0,0.0,0.0,0.0
6,9/12/12 6:52 AM,19.2,16.0,298.13,326.53,270.27
7,9/12/12 7:52 AM,21.44,26.16,506.38,581.14,449.55
8,9/12/12 8:52 AM,24.51,35.61,671.72,756.24,577.32
9,9/12/12 9:52 AM,26.75,49.28,762.87,841.26,625.93
10,9/12/12 10:52 AM,28.78,53.11,822.75,899.08,667.27
11,9/12/12 11:52 AM,30.08,56.21,765.92,837.63,616.94
12,9/12/12 12:52 PM,30.97,55.02,723.86,760.27,591.35
13,9/12/12 1:52 PM,31.46,54.22,592.0,611.73,485.88
14,9/12/12 2:52 PM,31.69,50.68,415.08,418.69,330.79
15,9/12/12 3:52 PM,31.1,43.16,216.79,202.71,149.81
16,9/12/12 4:52 PM,29.35,34.23,36.06,37.44,23.92
17,9/12/12 5:52 PM,26.28,25.33,0.0,0.06,0.21
18,9/12/12 6:52 PM,24.06,20.76,0.0,0.0,0.0
19,9/12/12 7:52 PM,23.14,19.48,0.0,0.0,0.0
20,9/12/12 8:52 PM,22.19,18.34,0.0,0.0,0.0
21,9/12/12 9:42 PM,21.53,17.94,0.0,0.0,0.0
22,9/12/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
23,9/12/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
24,9/12/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
1,9/12/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
2,9/12/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
3,9/12/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
4,9/13/12 4:52 AM,20.91,18.13,8.38,10.28,4.53
5,9/13/12 5:52 AM,20.96,18.35,125.5,147.44,92.86
6,9/13/12 6:52 AM,22.71,20.95,305.86,330.14,266.86
7,9/13/12 7:52 AM,25.69,28.41,340.79,448.79,283.02
8,9/13/12 8:52 AM,27.28,34.68,421.92,455.59,346.75
9,9/13/12 9:52 AM,28.04,35.25,640.19,633.71,552.63
10,9/13/12 10:52 AM,29.7,42.31,524.15,567.32,451.39
11,9/13/12 11:52 AM,30.28,40.56,536.85,594.79,477.54
12,9/13/12 12:52 PM,30.73,42.0,459.62,466.25,385.0
13,9/13/12 1:52 PM,30.63,39.79,432.42,432.23,354.23
14,9/13/12 2:52 PM,30.31,37.83,227.37,238.65,195.04
15,9/13/12 3:52 PM,29.0,34.73,54.74,56.43,42.04
16,9/13/12 4:52 PM,26.92,27.44,15.52,16.79,12.29
17,9/13/12 5:52 PM,22.93,21.54,0.0,0.0,0.05
18,9/13/12 6:52 PM,21.4,17.94,0.0,0.0,0.0
19,9/13/12 7:52 PM,21.34,18.2,0.0,0.0,0.0
20,9/13/12 8:52 PM,21.49,18.84,0.0,0.0,0.0
21,9/13/12 9:42 PM,21.52,19.14,0.0,0.0,0.0
22,9/13/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
23,9/13/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
24,9/13/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
1,9/13/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
2,9/13/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
3,9/13/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
4,9/14/12 4:52 AM,20.62,19.89,0.56,0.96,0.23
5,9/14/12 5:52 AM,18.66,17.75,79.12,85.21,60.24
6,9/14/12 6:52 AM,18.37,17.19,126.56,131.39,115.22
7,9/14/12 7:52 AM,19.95,22.62,195.53,200.74,169.91
8,9/14/12 8:52 AM,21.43,27.9,287.99,298.77,252.88
9,9/14/12 9:52 AM,22.26,28.05,352.66,365.05,319.82
10,9/14/12 10:52 AM,24.22,33.15,571.02,648.26,508.35
11,9/14/12 11:52 AM,24.86,34.91,805.91,894.27,651.91
12,9/14/12 12:52 PM,26.82,44.45,663.64,674.76,580.44
13,9/14/12 1:52 PM,27.01,42.6,582.06,616.53,503.92
14,9/14/12 2:52 PM,26.95,39.3,433.64,439.02,363.26
15,9/14/12 3:52 PM,26.54,34.27,206.27,191.39,150.48
16,9/14/12 4:52 PM,25.35,28.98,28.09,28.22,20.67
17,9/14/12 5:52 PM,23.37,22.2,0.0,0.0,0.05
18,9/14/12 6:52 PM,21.78,18.58,0.0,0.02,0.0
19,9/14/12 7:52 PM,21.36,18.02,0.0,0.0,0.0
20,9/14/12 8:52 PM,20.45,17.31,0.08,0.67,0.0
21,9/14/12 9:42 PM,18.81,16.98,0.0,0.58,0.0
22,9/14/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
23,9/14/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
24,9/14/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
1,9/14/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
2,9/14/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
3,9/14/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
4,9/15/12 4:52 AM,16.39,13.39,2.76,4.3,1.47
5,9/15/12 5:52 AM,16.24,12.77,106.55,147.77,86.19
6,9/15/12 6:52 AM,17.58,15.33,369.41,418.81,326.22
7,9/15/12 7:52 AM,20.87,24.28,477.78,591.77,431.69
8,9/15/12 8:52 AM,23.91,38.67,700.46,799.74,601.43
9,9/15/12 9:52 AM,26.55,49.02,383.51,358.42,307.0
10,9/15/12 10:52 AM,26.6,43.52,435.43,386.22,387.97
11,9/15/12 11:52 AM,25.73,34.9,602.94,575.8,481.54
12,9/15/12 12:52 PM,27.34,43.7,556.84,624.58,466.27
13,9/15/12 1:52 PM,27.86,43.1,349.35,225.62,284.85
14,9/15/12 2:52 PM,25.08,31.68,53.61,55.46,41.23
15,9/15/12 3:52 PM,21.14,19.0,83.72,85.75,68.51
16,9/15/12 4:52 PM,21.82,21.05,28.17,28.37,22.51
17,9/15/12 5:52 PM,22.01,20.55,0.0,0.0,0.02
18,9/15/12 6:52 PM,21.03,18.55,0.0,0.0,0.0
19,9/15/12 7:52 PM,20.33,17.23,0.0,0.0,0.0
20,9/15/12 8:52 PM,20.08,17.36,0.0,0.0,0.0
21,9/15/12 9:52 PM,19.85,17.54,0.0,0.0,0.0
22,9/15/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
23,9/15/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
24,9/15/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
1,9/15/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
2,9/15/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
3,9/15/12 9:52 PM,0.0,0.0,0.0,0.0,0.0
4,9/16/12 4:52 AM,18.63,17.07,4.02,4.49,2.0
5,9/16/12 5:52 AM,18.28,16.58,130.12,154.41,85.45
6,9/16/12 6:52 AM,18.94,17.63,312.35,372.35,291.32
7,9/16/12 7:52 AM,20.99,24.0,470.86,504.87,418.35
8,9/16/12 8:52 AM,23.92,31.71,676.03,749.15,596.65
9,9/16/12 9:52 AM,24.52,34.97,800.75,892.47,691.44
10,9/16/12 10:52 AM,24.67,35.96,756.98,877.62,661.11
11,9/16/12 11:52 AM,24.79,35.06,821.26,853.89,661.26
12,9/16/12 12:52 PM,25.37,36.97,680.46,788.5,579.72
13,9/16/12 1:52 PM,25.44,34.65,552.52,587.69,466.6
14,9/16/12 2:52 PM,25.34,32.22,426.28,432.69,350.36
15,9/16/12 3:52 PM,24.69,28.65,206.66,192.58,139.65
16,9/16/12 4:52 PM,23.58,24.87,24.66,28.99,16.21
17,9/16/12 5:52 PM,22.22,21.09,0.0,0.0,0.05
18,9/16/12 6:52 PM,21.03,18.57,0.0,0.0,0.0
19,9/16/12 7:52 PM,20.72,18.14,0.0,0.0,0.0
20,9/16/12 8:52 PM,20.38,17.71,0.0,0.0,0.0
21,9/16/12 9:42 PM,20.19,17.37,0.0,0.0,0.0
22,9/16/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
23,9/16/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
24,9/16/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
1,9/16/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
2,9/16/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
3,9/16/12 9:42 PM,0.0,0.0,0.0,0.0,0.0
4,9/17/12 4:52 AM,17.77,15.1,6.55,10.06,3.77
5,9/17/12 5:52 AM,17.92,15.34,118.62,148.91,86.17
6,9/17/12 6:52 AM,19.02,17.39,319.32,384.92,291.67
7,9/17/12 7:52 AM,21.45,25.57,521.94,606.48,464.82
8,9/17/12 8:52 AM,23.28,31.62,504.99,524.66,447.34
9,9/17/12 9:55 AM,24.72,33.73,180.4,165.46,159.55
10,9/17/12 10:55 AM,24.17,26.32,498.62,486.54,404.18
11,9/17/12 11:55 AM,25.39,31.08,532.26,546.19,466.98
12,9/17/12 12:55 PM,26.09,34.25,427.23,432.94,370.51
13,9/17/12 1:55 PM,25.89,32.45,402.53,399.2,325.26
14,9/17/12 2:55 PM,25.32,29.64,345.12,361.44,295.48
15,9/17/12 3:55 PM,25.26,29.25,196.05,179.85,132.24
16,9/17/12 4:55 PM,24.28,25.69,23.19,28.32,16.25
17,9/17/12 5:55 PM,22.7,21.18,0.0,0.0,0.01
18,9/17/12 6:55 PM,21.57,17.59,0.0,0.0,0.0
19,9/17/12 7:55 PM,19.96,15.27,0.0,0.0,0.0
20,9/17/12 8:55 PM,19.18,14.9,0.0,0.0,0.0
21,9/17/12 9:55 PM,18.5,14.77,0.0,0.0,0.0
22,9/17/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
23,9/17/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
24,9/17/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
1,9/17/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
2,9/17/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
3,9/17/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
4,9/18/12 4:55 AM,15.95,13.09,5.6,8.47,2.99
5,9/18/12 5:55 AM,15.98,13.18,136.22,158.43,82.86
6,9/18/12 6:55 AM,17.21,15.6,327.39,385.85,296.76
7,9/18/12 7:55 AM,20.32,22.8,515.17,602.62,458.9
8,9/18/12 8:55 AM,23.59,30.81,679.99,780.38,596.54
9,9/18/12 9:55 AM,25.16,35.81,752.02,875.8,675.91
10,9/18/12 10:55 AM,26.42,40.07,717.66,738.24,587.62
11,9/18/12 11:55 AM,26.68,39.88,569.87,602.05,476.03
12,9/18/12 12:55 PM,26.59,36.36,563.68,559.48,465.57
13,9/18/12 1:55 PM,26.48,34.07,659.41,684.63,546.08
14,9/18/12 2:55 PM,27.58,40.04,406.52,413.79,327.39
15,9/18/12 3:55 PM,26.91,33.48,188.61,175.71,128.32
16,9/18/12 4:55 PM,25.24,27.17,21.78,26.01,15.8
17,9/18/12 5:55 PM,23.17,21.69,0.0,0.0,0.0
18,9/18/12 6:55 PM,21.52,18.29,0.0,0.0,0.0
19,9/18/12 7:55 PM,20.51,15.83,0.0,0.0,0.0
20,9/18/12 8:55 PM,19.72,15.26,0.0,0.0,0.0
21,9/18/12 9:55 PM,18.85,14.85,0.0,0.0,0.0
22,9/18/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
23,9/18/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
24,9/18/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
1,9/18/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
2,9/18/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
3,9/18/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
4,9/19/12 4:55 AM,15.32,11.33,5.7,8.92,3.31
5,9/19/12 5:55 AM,15.21,11.39,105.01,129.7,82.18
6,9/19/12 6:55 AM,16.91,14.85,291.93,341.89,265.37
7,9/19/12 7:55 AM,20.27,24.15,468.86,554.46,421.77
8,9/19/12 8:55 AM,23.58,36.41,656.05,729.8,563.37
9,9/19/12 9:55 AM,25.9,47.39,781.24,863.23,654.07
10,9/19/12 10:55 AM,27.42,53.25,671.59,753.46,592.67
11,9/19/12 11:55 AM,28.63,52.92,317.93,313.0,255.77
12,9/19/12 12:45 PM,28.58,44.18,491.06,404.85,400.24
13,9/19/12 1:58 PM,29.22,44.16,171.18,195.38,147.08
14,9/19/12 2:58 PM,26.62,31.78,411.83,365.24,326.48
15,9/19/12 3:58 PM,28.14,38.24,244.62,216.66,182.77
16,9/19/12 4:58 PM,26.9,32.14,36.9,40.27,30.47
17,9/19/12 5:58 PM,24.72,24.97,0.0,0.0,0.0
18,9/19/12 6:58 PM,22.63,19.35,0.0,0.0,0.0
19,9/19/12 7:58 PM,21.23,17.15,0.0,0.0,0.0
20,9/19/12 8:58 PM,20.11,15.63,0.0,0.0,0.0
21,9/19/12 9:58 PM,19.2,14.69,0.0,0.0,0.0
22,9/19/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
23,9/19/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
24,9/19/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
1,9/19/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
2,9/19/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
3,9/19/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
4,9/20/12 4:58 AM,18.39,15.6,9.93,11.3,6.2
5,9/20/12 5:58 AM,19.01,16.65,92.15,108.77,71.75
6,9/20/12 6:58 AM,20.7,20.01,239.03,270.22,216.51
7,9/20/12 7:58 AM,22.89,25.84,260.98,291.45,238.73
8,9/20/12 8:58 AM,24.28,29.07,494.94,555.92,425.05
9,9/20/12 9:58 AM,25.29,33.5,623.5,752.33,543.35
10,9/20/12 10:58 AM,26.59,36.04,629.13,672.28,525.51
11,9/20/12 11:58 AM,26.3,33.75,730.92,834.77,610.08
12,9/20/12 12:58 PM,25.25,33.25,707.36,789.3,608.24
13,9/20/12 1:58 PM,24.54,32.78,587.93,578.89,500.21
14,9/20/12 2:58 PM,23.55,29.39,418.98,434.7,341.47
15,9/20/12 3:58 PM,22.73,26.39,194.92,186.66,130.63
16,9/20/12 4:58 PM,21.51,22.15,19.67,26.31,13.98
17,9/20/12 5:58 PM,20.18,18.58,0.0,0.0,0.0
18,9/20/12 6:58 PM,19.28,17.2,0.0,0.0,0.0
19,9/20/12 7:58 PM,18.9,16.89,0.0,0.0,0.0
20,9/20/12 8:58 PM,18.57,16.39,0.0,0.0,0.0
21,9/20/12 9:58 PM,18.14,15.3,0.0,0.0,0.0
22,9/20/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
23,9/20/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
24,9/20/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
1,9/20/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
2,9/20/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
3,9/20/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
4,9/21/12 4:58 AM,13.34,9.84,4.12,6.17,2.92
5,9/21/12 5:58 AM,12.78,9.33,118.49,156.3,80.44
6,9/21/12 6:58 AM,14.54,12.98,319.32,388.89,286.86
7,9/21/12 7:58 AM,17.54,21.57,525.6,616.88,473.13
8,9/21/12 8:58 AM,20.39,26.72,691.37,793.7,616.8
9,9/21/12 9:58 AM,21.46,29.76,802.08,901.39,697.66
10,9/21/12 10:58 AM,22.27,32.56,854.29,942.55,729.29
11,9/21/12 11:58 AM,22.57,33.27,835.59,908.68,702.02
12,9/21/12 12:58 PM,22.94,34.8,754.7,811.31,635.43
13,9/21/12 1:58 PM,23.19,33.29,610.64,646.82,519.95
14,9/21/12 2:58 PM,22.84,30.13,414.38,427.27,334.81
15,9/21/12 3:58 PM,22.21,25.81,202.12,191.78,131.18
16,9/21/12 4:58 PM,20.65,21.31,15.94,24.12,11.96
17,9/21/12 5:58 PM,19.01,17.29,0.0,0.0,0.0
18,9/21/12 6:58 PM,17.63,14.83,0.0,0.0,0.0
19,9/21/12 7:58 PM,16.24,11.94,0.0,0.0,0.0
20,9/21/12 8:58 PM,15.21,9.55,0.0,0.0,0.0
21,9/21/12 9:58 PM,14.25,8.87,0.0,0.0,0.0
22,9/21/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
23,9/21/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
24,9/21/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
1,9/21/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
2,9/21/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
3,9/21/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
4,9/22/12 4:58 AM,10.58,5.0,2.87,9.04,2.09
